text,x,y
"just a thought.. wouldnt it be beautiful if all the supermarkets temporarily shut their stores for 1 hour every morning and only let the elderly &amp; those with disabilities in, to actually be able to shop for what they need #coronavirus..

@tesco @asda @sainsburys @lidlgb @aldiuk",7.5571575,2.4616513
"grocers, both independent and chains, are struggling to keep high-demand items on hand throughout central #maine as people prepare to spend more time at home, reports @jlowellkj
https://t.co/vbcdjegvd6",8.981014,1.4706334
"staying home due to the #coronavirus? here's what to stock in your fridge and pantry. to stay healthy, it's important to stock up on foods that pack a nutritional punch. here's what to add to your shopping list. - https://t.co/ykjq4f0xet #food #groceries #health #immunity",4.8638797,3.0096653
consumer #news alert: a large stash of fake #covid19 home testing kits was stopped at lax. don't buy any #coronavirus tests from the street or online! only tests from verified state &amp; public labs will work. there's too many selfish greedy people in the world. @foxnews @potus,6.2294893,6.0167418
"@breenewsome i guess i answered my own question. we should stock up on food &amp; supplies and then self-quarantine (for as long as possible), even if self-quarantining doesn't become mandatory. @breenewsome please tell me your thoughts. #covid?19 #corona",6.524097,3.5180218
"covid-19 will have a long term impact on travel industry. stay away from airline and hotel stocks for now. the demand for oil may also be impacted, so avoid energy sector also. as people stay home, online shopping will get a boost. retail and tech sectors should see a boost.",9.792044,5.1156435
"tip: when you come to a grocery, drug, and retail store and find that store is bare, immediately go to the local store management team to complain. the issues with distribution has been going on far longer than beginning of the #covid-19 pandemic.",7.978949,2.7578218
"so were shutting down schools and bars all over the country, which is great and will help stop the spread of #coronavirus but what about retail stores?!? we usually have a sunday church rush at my store and if we stay open through this we will all get sick ?",7.8393683,3.462607
"got to give a lot of respect to all the grocery store workers out there during this #coronavirus outbreak. i can only imagine what it's like working a cash register right now...

if you're at or going to the grocery store, buy a coffee or snack for them!",7.36124,2.7241268
"seattle costco #covid-19 style. probably stocking up for #nephmadness

amid coronavirus panic, customers pack stores for household essentials and food https://t.co/ockmmrikql",6.037255,4.430127
"confirming goods out/going out of stock from food store

havent seen that many empty shelves of cup of soup since college cram week

#covid19 #coronavirus https://t.co/rvouw0vwfq",5.4200215,1.9811823
"confirming goods out/going out of stock from food store

water. bottled. gone. 

has the @who reported covid-19 lives in the water sent in pipes to peoples home??

#covid19 #coronavirus https://t.co/ysdbldy4nq",6.5965548,1.0112467
"confirming goods out/going out of stock from food store

someone loves their frozen french fries; making a meal with all the missing hamburger beef packages? 

#covid19 #coronavirus https://t.co/kuiddskti9",5.5213494,1.8379097
"confirming goods out/going out of stock from food store

band-aid &amp; band-aid like products going out of stock; appears someone is anticipating a lot of cuts to be made

#covid19 #coronavirus https://t.co/dqa3mwcrgz",5.641279,3.2325826
"confirming goods out/going out of stock from food store

a lot of babies are going to get wiped

#covid19 #coronavirus https://t.co/cl4l41hxkr",5.5321,2.7990763
"confirming goods out/going out of stock from food store

this.

have no idea what was here, afraid if i walked down the aisle to find out was missing down this long aisle i would disappear into a alternate universe

#covid19 #coronavirus https://t.co/cmqox2mvru",5.890273,1.6752225
"confirming goods out/going out of stock from food store

the toilet paper madness is real

#covid19 #coronavirus https://t.co/giavkcm7te",5.9546914,0.09606747
"my new ""stay at home activity"" is checking the prices for flights we will never book.
that, and shouting to my wife every 5 minutes ""unreal, you can fly to paris (return) for less than £60"".
#coronavirus #covid_19",6.938544,6.0133123
"one of these is not like the other:
- taco bell ceo: well pay all of our employees no matter what.
- delta ceo: i am forgoing my entire salary for 6 months to avoid layoffs.
- whole foods ceo: employees who are not sick should donate their vacation time to sick employees.",8.069296,2.1679604
"@bbcnews
 @matthancock ordering groceries online is great for those of us who are internet savvy. some elderly people aren't familiar with online shopping #coronavirus #isolation #elderly",7.152,3.5062444
"for all of you newly diagnosed coeliacs, please leave some items on the supermarket shelves for children or the older population who have the disease. im fine, i can do without, but they cant. thank you. #coronavirus",6.0585055,3.3443534
?never will forget this active betrayal of america! https://t.co/0mlsbiuzkl,7.8467,3.9423306
"one month later and i still can't purchase items online lol. 

is @hm a real place? 

when everyone else is encouraging shopping online and social distancing due to #covid_19 your online platform is still not working?

@hm_custserv",9.373025,5.0858707
"retail stores cutting hours or closing because of #coronavirus: @walmart @apple @nike @publix @kroger, more https://t.co/nlzlfi5hq4",7.1924644,4.8136587
one wonders - are our grocery store shelves empty because of #coronavirus zombies stripping them or because the #indigenous rail blockages?,6.8021894,1.8476741
"@jenniferbmorri2 @jane_troake @mrs_j_bananas @allnightshow @soxandd @thevicaragecat @rothesaytowncat @belviderecats @jlherms @aka_layla here's olly's stash.
what i haven't got, i'll do without,
but i always make sure olly always has plenty of food in ",7.5489936,1.0565215
"worldwide covid-19 lockdown may occur, please stock up on food, water &amp; first aid, get some antivirals plus vitamins c &amp; d.
https://t.co/ivusnnashj
richmond whistler surrey langley burnaby dentist accountant realtor blackpink bts exo fx redvelvet twice covid19 prepper firefighter https://t.co/d5r7vptmjg",9.389843,3.942439
ontario insists there's 'plenty of food' as shoppers rush to stock up due to covid-19 | ctv news https://t.co/vuhai4bwun,9.815542,1.7440223
"friends, please don't panic buy! if everybody buys rationally, stock up one or two weeks in advance, it gives time for supplies to meet demands. govts's economic stimulus must ensure supplies of essential supplies are increased. #covid?19",9.661349,2.4664118
will @tesco be using bags for their online shopping again so we dont have to chase a tin of beans that rolls down the garden path when they have to leave the delivery outside the front door? ? #coronavirus #covid?19,7.5170035,2.3982782
in my local grocery store in the tp aisle...social commentary? #covid_19 #tphoarders https://t.co/mipjlh8vyy,7.167956,0.3578344
"with the pubs closed, i guess the gatherings are moving to home parties. i spotted a bunch of lads loading up the car with cases of beer at the supermarket. 
#covid?19 #coronavirusireland #coronavirus #coronavirusuk #covid_19 #covid19",6.196019,1.4626518
"human being pro tip #1: if you cuss out a retail worker because the store is out of toilet paper, but then say ""i know it's not your fault,"" you're still an asshole. #coronapocolypse #coronavirus #panicshopping",6.9222503,1.2794482
"@mattzillaaaa in all seriousness, folks are dumping their pets at the shelters due to covid-19 panic. if you can help out by donating food for other supplies to a local shelter and/or adopt a new best friend it would be most helpful. thank you for your ki",10.000142,2.305338
"@melissagira which is why we hope you'll sign our petition ending the dreaded sham, and supporting working people: https://t.co/ozcnshyq64",8.715153,3.1424272
they just announced $700 billion and futures hit limit down band. they are going to need trillions to have impact. https://t.co/vubmu1qc7t,8.995162,4.9501557
"@mohfw_india a sincere request to all related to covid-19
food supply: do not unnecessary stock groceries.  just like how we all must keep extra cash at home for any unforeseeable emergencies, same holds true for groceries.",10.056201,3.0894697
@krampusfu @jackher18731941 @twistagirl1958 @willy52755060 @2tall2fall4it @trumpsugar @misshellca @cunningmarshal @laylow88861429 @alshadowdancer @gorillastyle @shlomoindiana @shinobi_tony @yankeepirate247 @annableigh @donnnie @digivorr @spaceforcebravo @,7.4336452,3.7217064
what @potus isnt telling us is there are no shipping containers coming into our ports bringing in food or supplies. grocery store warehouses are empty thats why the shelves are empty &amp; its only going to get worse @cnn @msnbc @ap @bbcworld @abc @nbcnews @cbsnews #coronavirus https://t.co/t5gbzwtdm6,6.3204293,0.87979144
"i hope that the government reaction, the panic in the everyday people, the unpreparedness for an epidemic, the fear of what to do about food and jobs, and the lack of tools to be tested for covid-19 shows everyone who we should be voting for come november! #feelthebern2020",9.4786825,3.8090708
@elzmo3008 i love a sunday of work . nice chilled out and lazy day. not today tho . i now feel i have to go and stock up because of these selfish bastards. so food shop it is . #panicshopping #coronavirus https://t.co/uhyd4dxigp,6.670747,2.3256156
walmart &amp; sam's are showing low stock here in the northern rockies. some bottled water is available. not much if any tp. yeast is gone. eggs are scarce. the places to go are now the smaller food stores. you will pay more but you can still get supplies. #covid?19 #coronavirus,5.778045,2.9112885
"this 25+ person ban by @massgov makes it hard for any gym or retail store to stay afloat. do you get a doorman to count heads? 

and the takeout only rule puts all bartenders and waiters in the unemployment line.

but i think it's the right move. #coronavirus #canceleverything",7.2210383,2.982705
"was wondering why everyone are going crazy about paper napkins/ toilet papers, #covid19 can still find a way to you if you've both. please try to stock food becoz eod you can't just those papers. #coronapocalypse #coronavirus https://t.co/sootmhogm5",6.248394,-0.03988627
"i feel bad for people who cant stock up on food and bunker down properly. food insecurity on a normal day. the homeless, refugees. #hanginthere #coronavirus #covid?19",5.688223,2.8237221
coronavirus tip: most grocery stores have online shopping with curbside pickups. some even offer at home delivery. reduce contact by using these resources and help older relatives use them as well! #coronavirus,6.742823,3.9565182
"secret documents reveal #coronavirus could be ""category 5,"" intel personnel stock 3 months of food https://t.co/2hyuoi3sgl via @youtube",5.077563,3.2223237
authorized diagnostic testing for covid-19 is conducted in verified state and local public health laboratories across the us. the american public should be aware of bogus home testing kits for sale either online or in informal direct to consumer settings. https://t.co/bpk0wm2x21,6.30597,6.1005726
"if you work at a fast food/restaurant/retail store have they asked you to do extra cleaning, trained you again or recently on anything with covid-19 related cleaning/safety?  see pics in comments #staythefhome",8.0145445,2.464784
"its munchies season ...
stock up on all junk food
stay in
smoke weed

all thanks to the #coronavirus",4.6040916,2.7316332
"so, @gop : covid-19 is left to run rampant thru the us, causing untold economic chaos by the shutting of sports, schools, small businesses, tours, flights. job losses, health crises, stock / food shortages....all so that jared kushner's brother can make money.  this is on you.",9.415965,4.683777
"according to french retailer carrefour, vegetable deliveries increased by 600% yoy. https://t.co/4bptqhhida

the same case i have seen with one of my client's online grocery shopping. organic traffic grew by 3x cause most people stay home safely &amp; buy something from the web. https://t.co/dlajn1izkt",8.825252,2.6820867
"food sections at grocery stores around the world are beginning to look like these below! meanwhile on the other side of the store, people are forgetting to stock up on medicine, vitamins &amp; antibiotics. #coronapocolypse #covid?19 #highriskcovid19 #coronavirus #coronavirusupdates https://t.co/oi8jlktslw",5.3555455,2.0013204
these stores are closing or changing hours due to coronavirus https://t.co/ctcrechm5h https://t.co/fxrvqjhlz1,7.2009377,4.8599625
"america, we will weather this covid-19 storm. it is serious, but not earth ending.  

it is ok to buy some extra food and water. those of us who live in earthquake, tornado, hurricane corridors know this. hmm, that's the whole country.  

we'll do fine. don't panic. keep our wits",9.611517,3.8017402
#bsyediyurappa dear sir please close the high street store also like commercial street jayanagar brigade road we are not safe working in retail store due to this #coronavirus,7.400023,4.8299847
"covid-19 facts

testing does not cause ot cure the virus

99.99% of population will not die if they get it

grocery stores will not run out of food, so stock piling is nuts, food industries are at work

supply chain from china back to 100%

media is hyping this entire thing!",8.205213,3.3744042
@lord_sugar @richardbranson are two very wealthy men. i would like to see them and others like them do their bit by making large scale donations to food banks. greater demand is inevitable due to covid 19 and the gig economy. should  #bransonsugardonate?,10.424397,2.4651504
"covid 19 is bringing out the best and the worst. rumors, hearsay, ignorance and intolerance driving the near panic run on hand sanitizers, toilet paper and food. more cheap money to banks, how about helping the poorest families - direct transfers and community based businesses.",9.471902,3.9473326
"you would have thought that with everyone so worries about covid-19, more people would be online shopping. but no, everyone is tightly packed into tesco arguing over whos going to get the last trolley",8.699888,1.2195234
@lauras_views i've actually seen some influencers... not all but some say they won't talk about covid-19. and then go on to post links from their online shopping baskets telling people it's a good way to pass the time. they don't have to harp on about it ,9.50135,4.680814
"here's some irony:
panic over a virus that has killed 56 people in the us, .7% of this year's flu death toll, has gotten people to go out &amp; stock up on the same food that has given them a higher chance of dying from cancer, heart disease etc than from #coronavirus itself.",6.7445536,3.2292187
"#quarantine #coronavirus #elderly #food #toiletpaper when people are asked to quarantine for 7-14days, they are right away homebound. not everyone has access or know about online shopping. many live alone and don't have help. government, we need to help them get supplies.",6.5921135,3.4908657
this tuesday at 11am key labor unions and community organizations will come together to demand the city of burlington and state of vt take action to protect community from covid-19. no one should have to worry about housing/food/finances/child care bc they get sick.,9.022171,3.2966948
"with all that is going on these days its important to keep our sense of humor and help each other out. we deliver meds. right to your door and at pharmacy prices. please like and share any of our posts and help us get the word out!

#quoteoftheday #coronavirus https://t.co/yqks4ufyrw",6.358489,3.782967
"just got back from the grocery store. still no hand sanitizer or hand soap, limited tp. but bottled water and bread were full. vibe was like any other sunday. #coronavirus #panicshopping #staycalm",6.8520064,1.995035
"for everyone that can't stock up or can't get their normal food, my prayers go out to you?? #coronavirus",5.3305774,3.105985
"i hate shopping on a normal weekend and today, amidst the panic buying covid-19 crisis, i have to go food shopping. if youre at asda in hykeham, please keep out of my way and control your kids or else ill ram you with my trolley!",8.883171,1.7524854
"last bev on the train home. thank you edinburgh we had a fab time. now back to reality, covid-19 panic &amp; probably no food in the house. https://t.co/sz6lsbofm4",9.319053,2.9795232
"*small voice in the wilderness

buy what you need so others can buy what they need.
please.
let's remember the people who can't afford to stock up, donate if you can to your local food banks.
#coronavirus has arrived, we're all doing ok.",5.9283195,3.2447264
"as a family we are united- countering #coronavirus hysteria-panic, making travel plans. off to discounted luxury hotels, ancient historical sites, and of course tons of delicious local food-dining (i say of course, because as many of you know: i love food!). https://t.co/dymtoimxbk",6.51131,2.953422
"@google_comms @realdonaldtrump @vp @parscale president trump, i strongly recommend that you offer work at home online jobs for anyone affected by coronavirus.  please remember some of us are living paycheck to paycheck and cannot buy food or stock up like",5.6624365,5.782822
could the covid-19 virus finally push german grocery retailers into offering online shopping? still not available even though i'm 4km from the nearest store...,5.2287936,1.5072944
@vincentcrypt46 it's genius.. covid 19 is a legitimate concern but have msm say toilet paper is running out and people stock up on that.. and grab a few food items too.. if they said food was running out there wouldn't be any left.. covert ops under the f,6.3501472,-0.32229227
"also, gov baker isn't yapping about stock market or fed reserve: he's talking about real concerns of ordinary ppl, ensuring that needs --healthcare, food, gov't services -- will be met. in contrast to trump: emphatic but compassionate. #coronavirus #covid_19  #covid?19 #covid19",8.04791,5.296057
"in #mexico they have corona and hand sanitizer.
#coronavirus https://t.co/qidfeojbs4",5.419584,4.2038674
@socialbflymag i am still going to work and doing what i need to do! i get my paycheck on tuesday and that's when i plan to stock up on some extra food stuffs!! #ootd #lifestyle #giveawayalert #beauty #contestalert #coronavirus,6.2371063,2.8786554
prediction side effects from covid 19 economic disruption people who can t work to buy food basic necessities etc will end up worse than the virus itself not saying covid isn t serious be smart about it but panic often creates more serious problems,9.42491,3.3069878
"""...or in informal direct to consumer settings...""

 'hey sweetie, want a test kit?'  

#coronavirus  #coronavirusupdates #covid19  #covid?19   #faketestkits https://t.co/hojfqzjlwd https://t.co/vecrxs3yik",6.166608,6.007422
"?? &amp; community spirit shining here in stoneybatter. @lilliputstores will remain open to all their 2 legged &amp; 4 legged customers on a takeaway basis. food,drink &amp; nibbles in stock.
before close today, ? &amp; ?given to customers for free ?
thank you all
#supportlocal #coronavirus https://t.co/yvhj2ozyaq",6.5668283,3.0614886
"with consumers panicking  buying toilet paper, hand sanitizer and other personal hygiene items, @cbsdenver found an underground network of scalpers &amp; gougers re-selling personal hygiene items at vastly inflated prices during the #coronavirus crisis. https://t.co/habkidefqh",4.8290906,4.751891
"i've had asthma for decades, almost died from pneumonia a few years ago and i'm close to 60 but i'll still be going to work tomorrow cuz i work in a retail store and we need to fill all the shelves the stupid hoarders empty every day since last week !
#coronavirus",6.93505,2.5654798
"@sainsburys kings mall on friday was pandemonium, store was trying to raise money for @sportrelief but of course was overshadowed by the #coronavirus and look at the shelves... video 1 of 3 #retail #stockpiling #panicbuying https://t.co/puecg61psv",7.087949,1.4743783
"@sainsburys kings mall on friday was pandemonium, store was trying to raise money for @sportrelief but of course was overshadowed by the #coronavirus and look at the shelves... video 2 of 3 #retail #stockpiling #panicbuying https://t.co/hrpqp2hige",7.0539417,1.3935126
"@sainsburys kings mall on friday was pandemonium, store was trying to raise money for @sportrelief but of course was overshadowed by the #coronavirus and look at the shelves... video 3 of 3 #retail #stockpiling #panicbuying https://t.co/orwgwlx8rf",7.060819,1.3727145
good to see people using online food shopping! #coronavirus https://t.co/3bnkfnjn1x,5.0165997,2.5914972
#covid2019 whiskey and scotch prices went up by at least 20% in dfw area,9.716144,4.3957396
this is a great idea. grocery stores in the us should set an hour at opening for people over the age of 60 and other especially vulnerable individuals. https://t.co/2sdpn2fjm9,7.804305,2.1198103
"if every retail, fast food &amp; convenience store chain that's emailed me to describe how they're providing or extending their sick leave policies would make those changes permanent, i'll call that the #covid19 silver lining. #paidsickdays #coronavirus",7.641028,3.5009708
"#coronavirus preparation: what to stock-up on

https://t.co/v902r8knxa
#wuhancoronavius #chinavirus @cnn ?@tedlieu?",4.844545,3.4238703
anyone else doing a lot of online shopping? ????? #coronavirus,6.4165726,4.488848
".@amazon blocks account of vancouver couple who cleaned out costco store shelves of #lysol cleaning products in recent weeks and sold them on amazon at four times the retail price. #covid?19 #coronavirus 
https://t.co/w6fsba3iek https://t.co/eylbotjgwt",7.169864,4.1346536
"day 3 of quarantine ?
i have a college deadline to meet, so i wasnt going out anyway &amp; netflix and books will have to wait for a while. am ok. 
but can people please cover their damn faces when coughing in the supermarket, those ignorant fucks. ?

 #covid_19ireland #covid_19",6.846303,3.1807842
make sure you stock up on compassion #coronavirus #stockup #compassion #staykind,5.729556,3.827606
"#coronavirus :order groceries online rather than standing in q

master link: https://t.co/5cmxoc1hnw

cooking: https://t.co/8nwml0qwf8

grocery: https://t.co/vmpd5tue1i

food: https://t.co/hapwsnrfjw

household supplies: https://t.co/orqutldhew

skincare: https://t.co/zhsppsc1gu",5.1108465,2.6094487
@cp_numenor @wtp__2020 @markpoloncarz right? going shopping now is hit or miss. shelves are wiped out. so when the covid 19 apocalypse doesn't come to pass will these panic hoarders donate all their excess to food banks? https://t.co/n65xlawitj,9.320426,3.048901
supermarkets including tesco have sent this message to customers: we are doing everything we can to ensure you and your families have the food and essentials you need. we ask everyone to shop as they normally would - there is enough for everyone. https://t.co/v655skv80i,8.201764,1.5794276
"world's deadliest weapon

#covid?19 #coronavirus #covid #covid19 #covid_19 #coronaviruspandemic #lockdown #coronavirusupdate #toiletpaperpanic #memesdaily #panicshopping #toiletpaperpanic #toiletpaper https://t.co/slvujxr3ga",5.685995,3.9395378
anyone's store change their hours during the coronavirus outbreak? my store has changed our hours to 5am-9pm instead of 5am-midnight. #retail #storehours #grocerystores #grocery #coronavirus,7.2482357,4.7116723
"daily 4pm update. across 50 states and dc we've tracked:
3,173 positives
22,548 negatives
2,242 pending.

total # of people tested: 27,963.

before trying to interpret this data, please read over our notes about how each state reports data differently: https://t.co/nfxho4sag7. https://t.co/tnectqqvrr",6.202012,5.8983536
"@cornell_library an online grocery shopping platform is helping locals get food during the covid-19 outbreak.
https://t.co/e7ykocm6tq",10.086881,3.3779159
"heres some more egg info in case you stocked up!
#eggs #2eggsadayrok #panicbuying #stockup #coronavirus #bestbuydate #protein #hardboiledeggs #freezeyoureggs #foodsafety #properrefrigeration #needtoknow https://t.co/ewiuxpel6i",6.3686795,2.2501402
maybe the #panicshopping over #coronavirus for #bogroll and other food staples wasnt out of place seeing as though @woolworths cant stock their shelves and wont be getting any deliverys until further notice....... better call the ceo again hey @scottmorrisonmp https://t.co/1tns2kx9pz,6.162049,2.5342755
"***important message re: covid-19 coronavirus. please read***

?? i have seen a few posts online lately saying that people are slowing down their internet shopping because they may be worried about coming into https://t.co/enm3bgkrrn",6.3372602,5.228144
government cancels all events tells people to stay at home only to go out to get food result huge queues and lots of people in the supermarket where the chance is obviously higher to get 19 the video of the line in front of the aldi supermarket is an old one,8.081223,3.4629042
"dont let covid-19 panic keep you away from your fave sunday brunch! we deliver free of charge within 5 mile radius.
let us feed you our delicious organic food made with love and care.
@twscaferva @ the wooden spoon https://t.co/syavelcjql",9.597891,2.8816044
"in the (what is hopefully) pinnacle of the panic and bulk buying and seeing the otherwise consumer ridiculousness amidst #covid_19, i can now see the merits in government rationing.",9.109627,4.607975
"lowering interest rates can not kill #coronavirus, but it may increase food and drug prices.  it could be even worse.  fluctuations in stock prices leave the market to decide.  people have only once life, the fed needs to focus more on saving lives. https://t.co/1gdjdfj0gl",7.0441365,5.185392
"@cnbc lowering interest rates can not kill the #coronavirus, but it may increase food and drug prices.  it could be even worse.  
fluctuations in stock prices leave the market to decide.  people have only once life, the fed needs to focus more on saving",7.234711,5.0832953
who's going to want to go to the grocery store in a few weeks when hospitals are packed &amp; there are 100s or 1000s of carriers? can you guarantee the bulk of store employees aren't going to get sick? not panicking but excuse me if i don't want to get sick or spread #coronavirus https://t.co/agc8qmntb4,7.366028,2.7554064
plenty of medicine and food at all markets. @vons @lfalbertsons think positive and shame on @nbcnews @abc media to continue to show panic with empty shelves covid-19 https://t.co/lkmsscwqc4,9.3019085,2.3402448
"liquor store done ? got there at the 11 am opening and we were on a line wrapped around the store. very little boxes of wine left ? 
@big_loags 

#coronavirus #coronapocolypse #quarantineandchill #philly #philadelphia #wine #stockup",6.664405,1.0172225
@theheraldsun panic buying of food is dangerous to the most needy of us and the government has urged us all to be sensible. you come up with this headline. nowhere in your article have you quoted who told us to stock up. horrendous journalism. #coronaviru,9.048632,2.131368
"please donate to your local food bank to help them deal with increased demand due to covid-19. many ppl, esp service workers, will be facing reduced income due to cut in hours, reduced tips, etc., as ppl stay home.",10.516002,2.6210546
"the american public should be aware of bogus home testing kits for sale either online or in informal direct to consumer settings, the u.s. customs and border protection said in a statement saturday. #coronavirus

https://t.co/cbqh8eayjn",6.2853084,6.1396346
"of all the credit cards i carry only my #apple card emailed me and offered 30 days no interest and no payment due in march to help with #coronavirus.  nothing from #amex, or any of my #visa cards.   before you hate on apple, know they care about the consumer.",5.91097,5.634297
we dont need to stock up on food ramadan is coming #ramadan #coronavirus,4.8096023,2.787182
@logicsayz @newscomauhq @scottmorrisonmp thank the #chinese community emptying the shelves of every major supermarket of basic necessities. first they did this to our housing market now they're doing the same to our food. #covid?19 #covid_19 #covid19aus,8.70395,2.6741002
"hello my all  neighbor do not panic  for food. if you not have  a  food to eat  because covid 19 .out of stock in supermarkets  i will deliver you vegetarian meals for you free for every human being nearby me ha2 harrow.  no matter if you are white, black, red, yellow or brown.",9.252727,2.759229
@woolworths gives an hour between 7am to 8am for pwd/elderly to shop. it's offensive. no chance of 7am shop and it takes me 2 hours (deaf/blind). they're pretending to be good but they're not. https://t.co/lc6w38hcth #coronavirus,7.370776,2.5372386
"expert solutions by modi govt to prevent spread of #coronavirusindia
5/5

?hike rail ticket prices

?arrest jnu,jamia students

? make pragya curse corona virus

?invite #covid19 for morning walk with tadipaar

?reprimand nehru for not taking steps to prevent #coronavirus",5.8003774,4.5048285
"@wcco what's the risk of contracting covid-19 from an asymptomatic, infected person in a retail store (cashier-customer interaction)?",9.018352,4.5236115
"lvmh announced that it will use some of its facilities to produce its own hand sanitizer in response to a shortage caused by the coronavirus epidemic. ""these gels will be delivered free of charge to the health authorities,"" according to the company. https://t.co/xtqrvyqvaf",4.8203926,4.1584353
"we are continuing to follow how covid-19 is affecting people here in the east, specifically how shops and customers are reacting to the pandemic. https://t.co/5n2ycfrrvz",9.275632,4.738862
"@nycspeakercojo grocery stores are the biggest transmission vectors of #coronavirus right now.
everyone is going to the grocery to stock up on food, standing in packed lines close to each other, with no gloves or masks on!",5.44225,2.0778525
"""it would be great if we could get the news correctly, it would be wonderful,"" 

--@realdonaldtrump https://t.co/q1o6yypanr",8.197653,4.2827344
"is the grocery-store fever breaking? or is this just wishful thinking on the part of a grocery-store worker?  #wegmans #coronavirus
https://t.co/5ylk29dsip",6.612665,2.3183112
"things to do for #covid_19

- don't panic buy out your supermarket, just get what you need.
- wash your hands frequently.
- avoid being close to other people who may be affected.
- stay home and call ahead to your doctor if you think you're affected.
- try not to touch your face.",9.208484,3.3898258
anyone else preparing to go raiding at your local grocery store today? im probably going to have to do that today and will achieve either victory or valhalla! #coronapocolypse #coronavirusoutbreak #coronavirus #covid19 https://t.co/ipc0pfo3pp,6.5014224,1.505335
"i did some panic online grocery shopping last night: as of tonight, i now have beers, saucisson, escargots de bourgogne, flammenkuchen, cheese, chocolate and ice cream! all the essentials ??
#coronavirus #workfromhome",6.4376893,1.9137846
how much of the #panicbuying food will never be eaten and will end up in the dump..,8.994181,2.2029345
"were launching a dedicated shopping hour in our stores to help support the needs of the elderly &amp; people with disability in the community. from tomorrow until at least friday, well be opening exclusively for them to shop from 7-8am, where permitted.",7.8372593,2.4795766
"thank you to all the people who reported to work at a hospital, pharmacy, grocery store or other retailer selling critical supplies.  i appreciate you.  particularly your patience dealing with the people who are afraid and difficult. #covid?19 #coronavirus #coronavirusupdates",7.302343,2.6954222
"tips for staying safe during covid 19:

stock up on food as the prices will rise
nuts and razor blades can be traded for morphine from small children,
do not take the traveler's deal

thank you for listening and stay safe oynon",9.703186,3.4397275
"only turd ?££? mentality would think of herd ?????? immunity ?. 
if we are all sick who looks after our most vulnerable?
who will bury our dead?
who will stock the shelves at food outlets?
who will protect our borders and our streets? ???

post covid-19 ????",9.137667,3.5055256
"online originals: covid-19 entices shopping frenzy https://t.co/uhmtcadl78 

#nc #northcarolina #covid19 #coronavirus 
#shoppers #shopping #coronavirusnc",6.0876546,4.9868026
we are proud to always put the interests of customers first. that is why you will find we are fully stocked with our #handsanitizer at the same great prices you love! #zirnelle #covid_19 #health https://t.co/nasrbiqgcv,7.806492,3.9856732
covid-19 is just feeding my online shopping addiction ?,9.915474,5.258845
"most frustrating thing about #coronavirus is neither local, state or federal govt stepped in with day to day plans and advice for what to expect, what to do or get. i'm just some feckless idiot at the grocery store wondering 'do i need this?'",5.9252925,3.5109
"amazon blocks thousands of resellers during covid-19 crisis, including vancouver couple
the online shopping company said it is ""disappointed that bad actors.   congratulations amazon and all online companies for doing that. https://t.co/0hwzbckncs",7.3617473,4.2766404
"twitter feed:  covid-19 99.9%  other/silly .01%

i am indoors, not sick, have food, could eat less anyway and rationing the tp. #status ok   squawk later. be as well as possible. panic will get you faster than the bug, as bad as that is.",9.353866,3.161217
"everyone: covid-19 panic!! buy toilet paper and all food!!!

my brain: ....

my brain: i wonder what it would sound like if goofy sang into the unknown from frozen 2",9.069004,2.1696193
#coronavirus my nan is elderly and needs our support which we do by getting her delivery for her online shopping every week and its fine and happens now we are struggling to get it because of the idiots who panic buying stop it and think of everyone so selfish ?,6.3210087,3.6461442
"while we are all #socialdistancingnow because of the #coronavirus and doing all of our shopping online, why not take a look at https://t.co/wyhyb5ssuo and take advantage of 20% off with this sale until mar 17? use code: artsy20 at checkout. https://t.co/go4mxuwmlo",6.6021395,4.399339
so many in the #us are shopping online that even mastodont #amazon is running out of stock because of #ncov2020 #coronavirus #covid #covid_19  source https://t.co/qae4m4utcy https://t.co/wlwvsoqxsc,7.208895,4.371682
no ground beef at kroger. stock tip stay away from the plant based food fads. if this crap is still on shelf during #coronavirus it will not sell ever. https://t.co/e59iuthuwn,4.8665824,2.6698883
what better #time to fast (nofood) for a #weekend than during the first #coronavirus #nordic run on food stores? to all my friends in #italia i want to #shoutout all my #respect for what you are doing and how you https://t.co/2x8aqqowmj,7.0191402,2.8912451
what covid-19 has taught me is to keep a stock of emergency food supplies in case you dont have the money to buy supplies or the stores run out of necessary items i will never be caught slipping by another pandemic ?????????? now im struggling &amp; out of work till who knows when ??,9.78873,3.3955455
"my dads korean restaurant in san francisco has lost 2/3 of our business this past month due to #coronavirus ? if youre in the area &amp; want yummy food, please stop by/pick up togo! support your local businesses ??? 

han il kwan: 1802 balboa st, san francisco ca 94121 https://t.co/choninrqe5",7.7606983,3.446627
"bit/lot confused about my fellow man stock-piling goods. have they no friends, family or neighbours they can ask to drop them some food/loo rolls off if have to stay indoors?? #coronavirus  #coronapocolypse #madness",6.285988,2.580706
"americans are escaping: she flew to nz to escape the ""mayhem"" &amp; the ""total panic"" cause by coronavirus in the us.
""there's no food on the shelves...
she hoped to stay in nz until the ""craziness is over"". https://t.co/imlqclfzuf #covid19aus",6.5632987,2.920926
"contact us for your facemask.we sell at very affordable prices.
#covid_19
#covid19aus 
#covid19italy 
#coronavirusupdates https://t.co/748c9inf0a",4.5001407,5.2696633
